invoice_no,buyer_gstin,period,auto_tax,auto_value
INV-4701,19DSYYK9906Z1ZT,2025-01,75696.12,420534
INV-4702,05YRTKV2705L1ZB,2025-01,115925.58,644031
INV-4703,12UNDFD7053Z1ZR,2025-01,108921.96,605122
INV-4704,14RSRBQ5242U1ZW,2025-01,58857.3,326985
INV-4705,14QDKRW0175M1ZL,2025-01,33372,185400
INV-4706,17LHZWC3326A1ZV,2025-01,161573.22,897629
INV-4707,17RSRVQ9634S1ZL,2025-01,83684.52,464914
INV-4708,13ZDZMG6295Y1ZJ,2025-01,24744.26,163991
INV-4709,37TIQTD1337Y1ZR,2025-01,79361.46,440897
INV-4710,15QYSPP2554L1ZZ,2025-01,158220.9,879005
INV-4711,09GBSOO4553O1ZI,2025-01,93858.33,591755
INV-4712,19WAOCZ2954E1ZQ,2025-01,114955.06,716222
INV-4713,37DNFBT3455H1ZN,2025-01,98943.84,549688
INV-4714,15HFZLT1044G1ZD,2025-01,9215.82,51199
INV-4715,36GSFRA4156W1ZE,2025-01,113936.04,632978
INV-4716,04PTYFF6110A1ZN,2025-01,141452.28,785846
INV-4717,30GDERV6083C1ZW,2025-01,29643.12,164684
INV-4718,03RVHXB4166W1ZW,2025-01,60524.64,336248
INV-4719,18FZLKA1555K1ZD,2025-01,109552.5,608625
INV-4720,27IMRDZ9168P1ZP,2025-01,43437.42,241319
INV-4721,02MHXCV7337Q1ZP,2025-01,153738.18,854101
INV-4722,17RSRVQ9634S1ZL,2025-01,118526.31,765148
INV-4723,14XKMNJ0707M1ZE,2025-01,37030.68,205726
INV-4724,37HOAHL5644G1ZQ,2025-01,70629.12,392384
INV-4725,12UNDFD7053Z1ZR,2025-01,48140.82,267449
INV-4726,01XAFDY6472D1ZB,2025-01,155670.66,864837
INV-4727,35FOTOQ9663V1ZQ,2025-01,47265.48,262586
INV-4728,11FATAH4797C1ZF,2025-01,147215.79,884988
INV-4729,22RNPYX5984U1ZN,2025-01,101645.64,564698
INV-4730,07GELKH2948R1ZD,2025-01,72363.96,402022
INV-4731,35WRYZK4650V1ZL,2025-01,89925.12,499584
INV-4732,35FOTOQ9663V1ZQ,2025-01,108197.64,601098
INV-4733,03ADQIX9273K1ZF,2025-01,64241.1,356895
INV-4734,28QGWLJ2674Z1ZR,2025-01,136205.46,756697
INV-4735,30NOLJE6582Q1ZI,2025-01,179736.48,998536
INV-4736,27UIMTG6871N1ZL,2025-01,39429.36,219052
INV-4737,21GDLDB9849F1ZK,2025-01,84202.74,467793
INV-4738,07MIHIH6961Q1ZY,2025-01,163599.66,908887
INV-4739,10NKQVR0678B1ZH,2025-01,177556.68,986426
INV-4740,30HKWUQ7160F1ZD,2025-01,73958.04,410878
INV-4741,05ITQUT3058F1ZY,2025-01,172791.18,959951
INV-4742,07PYOXJ9158H1ZD,2025-01,28934.58,195685
INV-4743,05DFRAS8941C1ZH,2025-01,5976,33200
INV-4744,36ROMWN3496L1ZY,2025-01,2942.33,18304
INV-4745,24MGTTV4896N1ZI,2025-01,160112.7,889515
INV-4746,11XQWTK0889P1ZX,2025-01,59621.4,331230
INV-4747,37OIZFB1027F1ZW,2025-01,66291.84,368288
INV-4748,01YAOQS0373X1ZX,2025-01,114280.74,634893
INV-4749,37TIQTD1337Y1ZR,2025-01,179209.8,995610
INV-4750,25WOJRT9700I1ZG,2025-01,76745.34,426363
INV-4751,18ODSCR8472B1ZM,2025-01,36099.18,200551
INV-4752,14RVYGQ8899X1ZU,2025-01,47009.52,261164
INV-4753,27QHEMO9182P1ZB,2025-01,53927.82,299599
INV-4754,24GJXEK3626W1ZD,2025-01,148438.62,824659
INV-4755,08ITQSA3261T1ZU,2025-01,36074.34,200413
INV-4756,06GDUIP3724E1ZD,2025-01,138291.52,863160
INV-4757,22RNPYX5984U1ZN,2025-01,51773.94,287633
INV-4758,31UJPTT6014H1ZC,2025-01,33213.6,214905
INV-4759,24EZMCL6014S1ZD,2025-01,31510.62,175059
INV-4760,33GASVP6844K1ZR,2025-01,58611.24,325618
INV-4761,16ENVGK3459H1ZJ,2025-01,42094.98,233861
INV-4762,03RNUKX8061Q1ZU,2025-01,79684.92,442694
INV-4763,09DBASM4906N1ZO,2025-01,88225.2,490140
INV-4764,28XIZTD8670E1ZB,2025-01,173077.38,961541
INV-4765,13DTOUN0309Z1ZJ,2025-01,7459.92,41444
INV-4766,06CBYYW8061O1ZP,2025-01,139747.14,776373
INV-4767,11XQWTK0889P1ZX,2025-01,101990.7,566615
INV-4768,06HRMLH7142V1ZS,2025-01,28618.2,158990
INV-4769,24GJXEK3626W1ZD,2025-01,139561.92,775344
INV-4770,07VHJHS1002E1ZU,2025-01,174717.54,970653
INV-4771,25LRRCQ7701W1ZZ,2025-01,31322.88,174016
INV-4772,37OIZFB1027F1ZW,2025-01,125982.18,699901
INV-4773,03CMKLT6824N1ZG,2025-01,35060.04,194778
INV-4774,32MGIWO9049M1ZO,2025-01,97207.2,540040
INV-4775,08ITQSA3261T1ZU,2025-01,161126.28,895146
INV-4776,10VYYJE5725D1ZS,2025-01,118702.8,721681
INV-4777,19NHVZG5395E1ZC,2025-01,95647.14,531373
INV-4778,06FHVTV5629A1ZQ,2025-01,32678.46,181547
INV-4779,05VCMUF8489V1ZM,2025-01,129523.86,719577
INV-4780,28VNADR1712I1ZE,2025-01,79358.94,440883
INV-4781,35VOKPW7730N1ZC,2025-01,156636.9,870205
INV-4782,32MGIWO9049M1ZO,2025-01,85735.98,476311
INV-4783,37WUZXT8972Z1ZL,2025-01,110762.46,615347
INV-4784,37FQTGB7390V1ZN,2025-01,62936.64,349648
INV-4785,11VUDGQ8518D1ZJ,2025-01,90137.7,500765
INV-4786,17VTPBI0990P1ZB,2025-01,173750.4,965280
INV-4787,16SPIFR3730X1ZN,2025-01,10603.08,58906
INV-4788,16HZLJV4972Z1ZX,2025-01,155680.92,864894
INV-4789,25EBYZI9874U1ZF,2025-01,177789.96,987722
INV-4790,04FXWBG6219S1ZS,2025-01,176873.22,982629
INV-4791,16ABUMP3010T1ZK,2025-01,99784.98,554361
INV-4792,34IGRIG1649C1ZA,2025-01,6578.46,36547
INV-4793,08BIDGE5033L1ZO,2025-01,130602.06,725567
INV-4794,10GQLRX4250L1ZS,2025-01,14202.72,78904
INV-4795,24CAIJH1145N1ZD,2025-01,89209.8,495610
INV-4796,27UIMTG6871N1ZL,2025-01,38579.94,214333
INV-4797,31UECLL4769D1ZB,2025-01,115841.7,643565
INV-4798,05GMCIH9139D1ZK,2025-01,89098.97,611530
INV-4799,05GRHFC9771F1ZW,2025-01,146988.9,816605
INV-4800,36LJHUT2399Y1ZG,2025-01,101661.66,564787
INV-4801,17IWSHA9074Y1ZH,2025-01,95110.38,528391
INV-4802,33CEPRG1825T1ZC,2025-01,39257.82,218099
INV-4803,13THBXY4145Q1ZA,2025-01,119280.42,662669
INV-4804,03NLVBZ5375Q1ZY,2025-01,30899.34,171663
INV-4805,33JMOJG1572Q1ZA,2025-01,35020.8,194560
INV-4806,30TCRFK9917X1ZR,2025-01,36998.1,205545
INV-4807,11ARWIM9524W1ZR,2025-01,163354.14,907523
INV-4808,33KBBSU5181T1ZK,2025-01,66722.04,370678
INV-4809,07CJHJV8660S1ZA,2025-01,117947.16,655262
INV-4810,07EJJFF1911E1ZP,2025-01,164082.96,911572
INV-4811,32RJUGC4491J1ZK,2025-01,152333.25,963726
INV-4812,25NFORJ3744C1ZK,2025-01,30258,168100
INV-4813,09DBASM4906N1ZO,2025-01,155565.9,864255
INV-4814,10ROEBN7181A1ZY,2025-01,118056.24,655868
INV-4815,25RPIWK6623K1ZJ,2025-01,115686,642700
INV-4816,08AHFTR8040G1ZH,2025-01,56031.48,311286
INV-4817,26RRSRZ2430W1ZS,2025-01,132257.7,734765
INV-4818,07EJJFF1911E1ZP,2025-01,149343.12,829684
INV-4819,32OCCUV3807R1ZG,2025-01,44361.9,246455
INV-4820,12MCGFN0921W1ZF,2025-01,75433.86,457554
INV-4821,32HEVQW9413R1ZQ,2025-01,7139.65,46446
INV-4822,17FSITY6172S1ZY,2025-01,173065.5,961475
INV-4823,14XKMNJ0707M1ZE,2025-01,10399.32,57774
INV-4824,33JMOJG1572Q1ZA,2025-01,116392.68,646626
INV-4825,34LGIZM9234I1ZT,2025-01,22331.99,136660
INV-4826,28CTVOP5313V1ZY,2025-01,158412.78,880071
INV-4827,07BFGYW8318W1ZJ,2025-01,20423.34,113463
INV-4828,05GRHFC9771F1ZW,2025-01,31238.46,173547
INV-4829,16HZLJV4972Z1ZX,2025-01,123503.04,686128
INV-4830,07EJJFF1911E1ZP,2025-01,107170.92,595394
INV-4831,30QQONQ3358O1ZJ,2025-01,36318.24,201768
INV-4832,31GSLZY0374P1ZD,2025-01,163936.44,910758
INV-4833,06BPXFP1906M1ZV,2025-01,160687.08,892706
INV-4834,14RVYGQ8899X1ZU,2025-01,135326.88,751816
INV-4835,19ZTZRU7931P1ZB,2025-01,50546.88,280816
INV-4836,24FICSI1094E1ZY,2025-01,63011.7,350065
INV-4837,27IMRDZ9168P1ZP,2025-01,21562.91,147388
INV-4838,30VRLYP0969K1ZX,2025-01,42698.88,237216
INV-4839,05QMSQD0091H1ZR,2025-01,32260.5,179225
INV-4840,10HAVWI4099P1ZJ,2025-01,21831.3,121285
INV-4841,37YCAID6479X1ZX,2025-01,30860.46,171447
INV-4842,20AZFIU9895S1ZS,2025-01,163754.1,909745
INV-4843,11XORDW1743Y1ZO,2025-01,155755.62,865309
INV-4844,11ARWIM9524W1ZR,2025-01,164163.42,912019
INV-4845,19GBHOT1335A1ZF,2025-01,68565.96,380922
INV-4846,13THBXY4145Q1ZA,2025-01,36347.58,201931
INV-4847,03TEJUW3138X1ZO,2025-01,71935.38,399641
INV-4848,13IPZDV7275I1ZY,2025-01,75336.66,418537
INV-4849,24EZMCL6014S1ZD,2025-01,113882.07,676298
INV-4850,08SGMYQ9249Y1ZY,2025-01,47974.5,266525
INV-4851,30TCRFK9917X1ZR,2025-01,23456.34,130313
INV-4852,15FDDTP4545V1ZG,2025-01,76697.1,426095
INV-4853,03JQUQP0180D1ZN,2025-01,53851.5,299175
INV-4854,37KQMQH9486J1ZO,2025-01,2991.42,16619
INV-4855,20EGVKX3719X1ZC,2025-01,45043.92,250244
INV-4856,05YRTKV2705L1ZB,2025-01,147542.22,819679
INV-4857,22WMJHO1688E1ZR,2025-01,62945.1,349695
INV-4858,04MXBHA0165G1ZF,2025-01,126369.18,702051
INV-4859,24AAMJP9075Y1ZY,2025-01,74535.48,414086
INV-4860,05AXRYV4637N1ZL,2025-01,12620.88,70116
INV-4861,15GJHYS1847A1ZH,2025-01,127120.14,706223
INV-4862,31XAWLF5211T1ZW,2025-01,158112.18,878401
INV-4863,28VMIHO1878Y1ZB,2025-01,74676.96,414872
INV-4864,08AQDWU9435U1ZG,2025-01,44173.22,300297
INV-4865,24LMPWW0966C1ZZ,2025-01,61899.84,343888
INV-4866,26PRCLW1234K1ZY,2025-01,152659.44,848108
INV-4867,21QSPKX7975O1ZN,2025-01,110373.01,701733
INV-4868,17IWSHA9074Y1ZH,2025-01,82604.7,458915
INV-4869,07PYOXJ9158H1ZD,2025-01,108671.58,603731
INV-4870,13MEKIT6973I1ZZ,2025-01,82632.24,459068
INV-4871,35OJJPX0292M1ZL,2025-01,177962.94,988683
INV-4872,31WEVPU8162X1ZV,2025-01,137864.52,765914
INV-4873,03TEJUW3138X1ZO,2025-01,113335.02,629639
INV-4874,05TPSBY1730Y1ZO,2025-01,95539.68,530776
INV-4875,11JXKUR0633R1ZV,2025-01,13161.96,73122
INV-4876,08AHFTR8040G1ZH,2025-01,154909.44,860608
INV-4877,14OZMJY4556X1ZV,2025-01,33646.14,186923
INV-4878,28CTVOP5313V1ZY,2025-01,127628.46,709047
INV-4879,19MYWQY4649C1ZF,2025-01,165417.48,918986
INV-4880,37YCGOK5673O1ZJ,2025-01,27460.62,152559
INV-4881,17BTNTM7515T1ZB,2025-01,59835.06,332417
INV-4882,01XAFDY6472D1ZB,2025-01,109680.84,609338
INV-4883,12UYSDK4157G1ZO,2025-01,82958.94,460883
INV-4884,24MLYMO3828C1ZJ,2025-01,102207.78,567821
INV-4885,07YOCHN3434T1ZP,2025-01,78426.72,435704
INV-4886,27UAZGL2560P1ZE,2025-01,100554.3,558635
INV-4887,26PRCLW1234K1ZY,2025-01,32937.66,182987
INV-4888,07EJJFF1911E1ZP,2025-01,93127.86,517377
INV-4889,05HBKZG8109G1ZT,2025-01,115412.76,641182
INV-4890,07IZKOY5620M1ZS,2025-01,124867.26,693707
INV-4891,10LHQLF8276N1ZW,2025-01,7144.74,39693
INV-4892,02MHXCV7337Q1ZP,2025-01,133062.3,739235
INV-4893,35AVCWT8752Z1ZZ,2025-01,102733.38,570741
INV-4894,16ABUMP3010T1ZK,2025-01,104607.9,581155
INV-4895,29KMIDW3933Y1ZL,2025-01,160469.1,891495
INV-4896,05ITQUT3058F1ZY,2025-01,179352,996400
INV-4897,35OJJPX0292M1ZL,2025-01,171689.76,953832
INV-4898,16ENVGK3459H1ZJ,2025-01,40117.68,222876
INV-4899,17FSITY6172S1ZY,2025-01,120701.88,670566
INV-4900,16ENVGK3459H1ZJ,2025-01,37354.68,207526
INV-4901,37LWLDM6145A1ZC,2025-01,128657.16,714762
INV-4902,24SVPXC2616S1ZU,2025-01,36092.52,200514
INV-4903,02BIZUF8558H1ZK,2025-01,10421.82,57899
INV-4904,28QGWLJ2674Z1ZR,2025-01,14871.06,82617
INV-4905,04FXWBG6219S1ZS,2025-01,147999.96,822222
INV-4906,29TDFSP4053R1ZZ,2025-01,73170.72,406504
INV-4907,10JFUTH4535V1ZH,2025-01,106658.82,681176
INV-4908,20LOFKQ4710W1ZQ,2025-01,55420.56,307892
INV-4909,29KHVLK6051U1ZO,2025-01,11226.06,62367
INV-4910,16PUSXA7955G1ZZ,2025-01,107734.68,598526
INV-4911,05YRTKV2705L1ZB,2025-01,48541.17,334205
INV-4912,26BCVUJ4608S1ZY,2025-01,83952.18,466401
INV-4913,13ZDZMG6295Y1ZJ,2025-01,109836,610200
INV-4914,11ZVDLZ4968I1ZK,2025-01,176077.8,978210
INV-4915,11XQWTK0889P1ZX,2025-01,18603.18,103351
INV-4916,01XAFDY6472D1ZB,2025-01,74590.2,414390
INV-4917,04HUQBR0328V1ZL,2025-01,8174.7,45415
INV-4918,37FZETA7927W1ZC,2025-01,8033.4,44630
INV-4919,05KLOVQ6103K1ZR,2025-01,68427,380150
INV-4920,37ADLJL0133I1ZH,2025-01,90558.54,503103
INV-4921,36OGHIS7867O1ZZ,2025-01,141303.24,785018
INV-4922,24SBDHK5873D1ZU,2025-01,108448.74,602493
INV-4923,10IPDJZ6359J1ZR,2025-01,89452.98,496961
INV-4924,32DZPGE5509D1ZO,2025-01,137974.19,935611
INV-4925,16ABUMP3010T1ZK,2025-01,69387.84,385488
INV-4926,25XVAOH1860M1ZQ,2025-01,73552.14,408623
INV-4927,06NJYOU5080M1ZL,2025-01,11151.36,61952
INV-4928,17FCAJZ6575Y1ZF,2025-01,89745.3,498585
INV-4929,24GJXEK3626W1ZD,2025-01,67815.72,376754
INV-4930,35AVCWT8752Z1ZZ,2025-01,28978.73,178927
INV-4931,32VROXP3750B1ZY,2025-01,35489.8,226394
INV-4932,37KQMQH9486J1ZO,2025-01,16590.42,92169
INV-4933,37IPRIH1623B1ZR,2025-01,174720.24,970668
INV-4934,35YMKTA1088Q1ZU,2025-01,107419.14,596773
INV-4935,24SVPXC2616S1ZU,2025-01,117259.02,651439
INV-4936,14RVYGQ8899X1ZU,2025-01,54967.68,305376
INV-4937,16SJUSB4414M1ZL,2025-01,48610.98,270061
INV-4938,37FZETA7927W1ZC,2025-01,144059.58,800331
INV-4939,26ZNDLD4290X1ZB,2025-01,179614.44,997858
INV-4940,12MKOGG4929P1ZG,2025-01,59818.14,332323
INV-4941,26PRCLW1234K1ZY,2025-01,151229.7,840165
INV-4942,17ISQWW8337Y1ZP,2025-01,76452.12,424734
INV-4943,35VOSZO7794O1ZS,2025-01,112986.54,627703
INV-4944,16WFFGQ1196V1ZP,2025-01,44052.66,264235
INV-4945,08BIDGE5033L1ZO,2025-01,50586.12,281034
INV-4946,11ZVDLZ4968I1ZK,2025-01,55608.66,308937
INV-4947,13UORYV7784C1ZD,2025-01,52692.66,292737
INV-4948,18TIHEA7797Q1ZD,2025-01,101045.88,561366
INV-4949,34EHGJA6310L1ZY,2025-01,133846.56,743592
INV-4950,29LGJZJ9602D1ZO,2025-01,44178.3,245435
INV-4951,13MEKIT6973I1ZZ,2025-01,96266.88,534816
INV-4952,22BYMJX2969P1ZX,2025-01,138252.24,768068
INV-4953,29KWBNS1542I1ZZ,2025-01,40389.32,239141
INV-4954,29GPDUQ3180A1ZF,2025-01,102434.04,569078
INV-4955,13UORYV7784C1ZD,2025-01,100396.8,557760
INV-4956,29KWBNS1542I1ZZ,2025-01,52686.9,292705
INV-4957,15KVKSI3296P1ZC,2025-01,21355.92,118644
INV-4958,20NKKQO9338S1ZN,2025-01,109573.92,608744
INV-4959,05LXOSJ3168Y1ZD,2025-01,132273.18,734851
INV-4960,19ZTZRU7931P1ZB,2025-01,92158.56,511992
INV-4961,13LDAKV3844U1ZT,2025-01,58679.46,325997
INV-4962,10EVUVE4462O1ZT,2025-01,55981.62,311009
INV-4963,34WICDY1497H1ZV,2025-01,79713,442850
INV-4964,26RRSRZ2430W1ZS,2025-01,152861.4,849230
INV-4965,20DAYTY9195Q1ZK,2025-01,148594.5,825525
INV-4966,33KBBSU5181T1ZK,2025-01,3717.72,20654
INV-4967,14SMXLB1455V1ZZ,2025-01,108758.16,604212
INV-4968,32ZQMEU1749R1ZU,2025-01,73805.94,410033
INV-4969,03RVHXB4166W1ZW,2025-01,117110.7,650615
INV-4970,08KOGSA9577V1ZG,2025-01,157128.48,872936
INV-4971,24EZMCL6014S1ZD,2025-01,140959.98,783111
INV-4972,08MBTFR6385C1ZZ,2025-01,148790.7,826615
INV-4973,19GBHOT1335A1ZF,2025-01,164831.94,915733
INV-4974,20DAYTY9195Q1ZK,2025-01,76067.28,422596
INV-4975,11FATAH4797C1ZF,2025-01,114084.54,633803
INV-4976,20GRSUB9445W1ZN,2025-01,111714.84,620638
INV-4977,28KWWFQ6073J1ZQ,2025-01,146242.74,890366
INV-4978,36FQOFP8086K1ZI,2025-01,106623.9,592355
INV-4979,05OAYVM5936M1ZB,2025-01,16688.34,92713
INV-4980,26JURYD6700Y1ZU,2025-01,14782.5,82125
INV-4981,33ZRCZU9981E1ZH,2025-01,106090.38,589391
INV-4982,31FVHOH1720Q1ZH,2025-01,133120.8,739560
INV-4983,30PBRRE0104L1ZQ,2025-01,43566.48,242036
INV-4984,12UNDFD7053Z1ZR,2025-01,178190.1,989945
INV-4985,24GJXEK3626W1ZD,2025-01,10870.56,60392
INV-4986,10VYYJE5725D1ZS,2025-01,36447.12,202484
INV-4987,30GDERV6083C1ZW,2025-01,31540.5,175225
INV-4988,19IKFUW3521P1ZZ,2025-01,8120.16,45112
INV-4989,26JOBAE4475D1ZQ,2025-01,77540.25,489743
INV-4990,19WAOCZ2954E1ZQ,2025-01,78538.86,436327
INV-4991,07WISHY8543K1ZD,2025-01,5332.5,29625
INV-4992,34BBHYY0751Q1ZV,2025-01,86878.44,482658
INV-4993,05GISRT5596K1ZQ,2025-01,141744.24,787468
INV-4994,32DQYRG7955Y1ZP,2025-01,125999.46,699997
INV-4995,32PCVHK5199T1ZL,2025-01,103772.88,576516
INV-4996,36DBOKO0277G1ZN,2025-01,151184.88,839916
INV-4997,03NLVBZ5375Q1ZY,2025-01,135401.4,752230
INV-4998,19ZTZRU7931P1ZB,2025-01,54757.62,304209
INV-4999,08CRXOA9644B1ZW,2025-01,11260.26,62557
INV-5000,05OAYVM5936M1ZB,2025-01,125204.04,695578
INV-5001,34BBHYY0751Q1ZV,2025-01,93773.88,520966
INV-5002,15GJHYS1847A1ZH,2025-01,13957.2,77540
INV-5003,09RVTRN6433F1ZG,2025-01,8885.34,49363
INV-5004,22NHTSP5266K1ZX,2025-01,61921.8,344010
INV-5005,09WUQEZ4901E1ZJ,2025-01,103072.5,572625
INV-5006,12TIYUW8271B1ZP,2025-01,32634.9,181305
INV-5007,20SDOVY1377U1ZN,2025-01,116839.62,649109
INV-5008,33JMOJG1572Q1ZA,2025-01,61586.89,364775
INV-5009,31XBJCK7866O1ZT,2025-01,65363.94,363133
INV-5010,01XAFDY6472D1ZB,2025-01,26992.8,149960
INV-5011,21QSPKX7975O1ZN,2025-01,151512.84,841738
INV-5012,08MBTFR6385C1ZZ,2025-01,4865.4,27030
INV-5013,06PNQKP0612K1ZZ,2025-01,110066.4,611480
INV-5014,30BVMNQ5720L1ZH,2025-01,167481.9,930455
INV-5015,13SKRJX4200R1ZH,2025-01,43221.6,240120
INV-5016,04VZDVJ6652C1ZA,2025-01,90216.18,501201
INV-5017,19GBHOT1335A1ZF,2025-01,132459.3,735885
INV-5018,26ZNDLD4290X1ZB,2025-01,82539.9,458555
INV-5019,06GDUIP3724E1ZD,2025-01,155774.16,865412
INV-5020,08BIDGE5033L1ZO,2025-01,82368.54,457603
INV-5021,17SOXYX6228N1ZZ,2025-01,116871.66,649287
INV-5022,31XBJCK7866O1ZT,2025-01,155405.34,863363
INV-5023,13IPZDV7275I1ZY,2025-01,143054.28,794746
INV-5024,17VTPBI0990P1ZB,2025-01,122927.04,682928
INV-5025,22QRDXN6365G1ZN,2025-01,16567.56,92042
INV-5026,15IYXVG6513R1ZC,2025-01,140472.9,780405
INV-5027,09DBASM4906N1ZO,2025-01,50555.34,280863
INV-5028,29KMIDW3933Y1ZL,2025-01,7281.72,40454
INV-5029,11SDCLJ5375F1ZM,2025-01,175047.66,972487
INV-5030,17LHZWC3326A1ZV,2025-01,83285.03,576423
INV-5031,19GIXCD3124K1ZR,2025-01,152710.92,848394
INV-5032,35VOKPW7730N1ZC,2025-01,152259.48,845886
INV-5033,26DPSBX3279L1ZA,2025-01,137261.16,762562
INV-5034,36AYVGE7330E1ZS,2025-01,126732.6,704070
INV-5035,35IAWGP9053Z1ZK,2025-01,168098.22,933879
INV-5036,07IZKOY5620M1ZS,2025-01,146953.28,863880
INV-5037,15BPBLF6134G1ZU,2025-01,50673.78,281521
INV-5038,07FVWTL8060W1ZK,2025-01,89107.02,495039
INV-5039,22EHZFQ9082I1ZB,2025-01,91696.14,509423
INV-5040,04HUQBR0328V1ZL,2025-01,95264.28,529246
INV-5041,31FVHOH1720Q1ZH,2025-01,79924.68,444026
INV-5042,37TIQTD1337Y1ZR,2025-01,158911.02,882839
INV-5043,19ZTZRU7931P1ZB,2025-01,36316.8,201760
INV-5044,30PBRRE0104L1ZQ,2025-01,69702.48,387236
INV-5045,06BKSMK4513C1ZO,2025-01,103121.82,572899
INV-5046,25MDWAY4696B1ZD,2025-01,129699.9,720555
INV-5047,02BIZUF8558H1ZK,2025-01,65874.24,365968
INV-5048,27XRXKV8255D1ZQ,2025-01,13896.36,77202
INV-5049,25LRRCQ7701W1ZZ,2025-01,114819.12,637884
INV-5050,14SSTGC0329T1ZV,2025-01,112202.28,623346
INV-5051,30PBRRE0104L1ZQ,2025-01,76203.18,423351
INV-5052,29KHVLK6051U1ZO,2025-01,49877.1,277095
INV-5053,35VOKPW7730N1ZC,2025-01,29626.92,164594
INV-5054,20PNNMO4031N1ZS,2025-01,120180.06,667667
INV-5055,22SMMFE8005F1ZE,2025-01,147023.28,816796
INV-5056,10IPDJZ6359J1ZR,2025-01,20623.32,114574
INV-5057,02CFRHP4547K1ZL,2025-01,10698.48,59436
INV-5058,18VWRZF3773X1ZN,2025-01,98722.26,548457
INV-5059,25XVAOH1860M1ZQ,2025-01,67228.92,373494
INV-5060,28EFEHW0622N1ZR,2025-01,154180.62,856559
INV-5061,37OJOTJ4900J1ZT,2025-01,147648.41,970842
INV-5062,24ZUBJL1972F1ZW,2025-01,11139.66,61887
INV-5063,34HMTAR3399I1ZZ,2025-01,8604.9,47805
INV-5064,12UNDFD7053Z1ZR,2025-01,114718.5,637325
INV-5065,33OLPXT6026S1ZS,2025-01,112735.26,626307
INV-5066,31GRZPF0457Y1ZM,2025-01,132872.04,738178
INV-5067,18FZLKA1555K1ZD,2025-01,61884.54,343803
INV-5068,15QXVBE3752D1ZO,2025-01,34389,191050
INV-5069,32MGIWO9049M1ZO,2025-01,94705.2,526140
INV-5070,14OZMJY4556X1ZV,2025-01,48943.08,271906
INV-5071,07YOCHN3434T1ZP,2025-01,30368.64,200618
INV-5072,16TRMPG4468C1ZM,2025-01,163582.56,908792
INV-5073,24RTYKT1404N1ZI,2025-01,23125.5,128475
INV-5074,09GQGPS2908J1ZG,2025-01,129980.88,722116
INV-5075,10MAXQG6069Z1ZD,2025-01,51000.3,283335
INV-5076,26BMEVV8172Y1ZO,2025-01,73994.4,411080
INV-5077,35GZUXF6547Y1ZM,2025-01,141477.3,785985
INV-5078,14RIHYQ4576D1ZV,2025-01,155900.52,866114
INV-5079,32BIQJN6421R1ZP,2025-01,57371.22,318729
INV-5080,34QBFQT5133V1ZZ,2025-01,172583.46,958797
INV-5081,37REJJA6891P1ZD,2025-01,160461.18,891451
INV-5082,32WBMGZ0264H1ZC,2025-01,114899.04,638328
INV-5083,37FZETA7927W1ZC,2025-01,4016.52,22314
INV-5084,37YCMBT7145I1ZQ,2025-01,153632.7,853515
INV-5085,19ZTZRU7931P1ZB,2025-01,72426.06,402367
INV-5086,09GQGPS2908J1ZG,2025-01,146369.16,813162
INV-5087,08GDJDK5544R1ZW,2025-01,15270.84,84838
INV-5088,16ATMZP3442V1ZP,2025-01,57569.84,338436
INV-5089,09IMTOG3467P1ZR,2025-01,86393.88,479966
INV-5090,21QSPKX7975O1ZN,2025-01,115269.09,746090
INV-5091,11TLQMI7586L1ZH,2025-01,121588.2,675490
INV-5092,28CTVOP5313V1ZY,2025-01,167450.4,930280
INV-5093,07LVITY3702O1ZP,2025-01,73050.44,444230
INV-5094,11JXKUR0633R1ZV,2025-01,77053.85,484323
INV-5095,25LRRCQ7701W1ZZ,2025-01,151811.64,843398
INV-5096,02PDJVP7634L1ZN,2025-01,69500.88,386116
INV-5097,18TIHEA7797Q1ZD,2025-01,80762.94,448683
INV-5098,01YAOQS0373X1ZX,2025-01,67726.08,376256
INV-5099,24RTYKT1404N1ZI,2025-01,154591.92,858844
INV-5100,07GELKH2948R1ZD,2025-01,107926.74,695894
INV-5101,30TJATI8878C1ZJ,2025-01,176849.64,982498
INV-5102,17FCAJZ6575Y1ZF,2025-01,55749.96,309722
INV-5103,25EGGDE2273H1ZX,2025-01,176210.46,978947
INV-5104,32GXBQV0319F1ZX,2025-01,30420,169000
INV-5105,20EGVKX3719X1ZC,2025-01,144763.92,804244
INV-5106,05FKCFW5410P1ZT,2025-01,77716.98,431761
INV-5107,05KLOVQ6103K1ZR,2025-01,89239.68,495776
INV-5108,10MAXQG6069Z1ZD,2025-01,30898.44,171658
INV-5109,26SKCAI8689C1ZN,2025-01,157828.32,876824
INV-5110,13BJPBB8562G1ZK,2025-01,127140.84,706338
INV-5111,32DTGZE8076K1ZO,2025-01,72953.1,405295
INV-5112,34BBHYY0751Q1ZV,2025-01,50724,281800
INV-5113,31UECLL4769D1ZB,2025-01,123786.36,687702
INV-5114,02MHXCV7337Q1ZP,2025-01,20126.16,111812
INV-5115,03RVHXB4166W1ZW,2025-01,21989.7,122165
INV-5116,37OBSNY5715M1ZC,2025-01,145298.52,807214
INV-5117,15FDDTP4545V1ZG,2025-01,110119.32,611774
INV-5118,30CKEYC1111G1ZQ,2025-01,44163.36,245352
INV-5119,15KVKSI3296P1ZC,2025-01,13923.36,77352
