gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
28ZJAFJ0381V1ZA,2025-01,1674299,1654055,27-02-2026,27-02-2026
28ZJAFJ0381V1ZA,2025-02,1242203,1284820,27-02-2026,27-02-2026
28ZJAFJ0381V1ZA,2025-03,602975,578264,27-02-2026,27-02-2026
28ZJAFJ0381V1ZA,2025-04,240668,289937,27-02-2026,27-02-2026
28ZJAFJ0381V1ZA,2025-05,1227787,1232905,27-02-2026,27-02-2026
28ZJAFJ0381V1ZA,2025-06,252287,208678,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-01,860826,814888,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-02,1942074,1919441,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-03,24962,31949,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-04,1707544,1707773,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-05,172029,172850,27-02-2026,27-02-2026
23ICNHB0945Q1ZK,2025-06,283579,333263,27-02-2026,27-02-2026
32JEYXK2717S1ZQ,2025-01,1767160,1746876,27-02-2026,27-02-2026
32JEYXK2717S1ZQ,2025-02,805114,767499,27-02-2026,27-02-2026
32JEYXK2717S1ZQ,2025-03,1906116,1928170,27-02-2026,27-02-2026
32JEYXK2717S1ZQ,2025-04,231047,182069,27-02-2026,24-02-2026
32JEYXK2717S1ZQ,2025-05,189757,230340,27-02-2026,27-02-2026
32JEYXK2717S1ZQ,2025-06,1272622,1298916,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-01,985407,1032199,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-02,711390,761320,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-03,70484,93108,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-04,21911,71143,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-05,876269,884068,27-02-2026,27-02-2026
03JQUQP0180D1ZN,2025-06,1347327,1344265,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-01,483601,481416,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-02,192511,204356,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-03,510445,507828,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-04,239485,220917,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-05,324724,367067,27-02-2026,27-02-2026
36GSFRA4156W1ZE,2025-06,1014403,977223,27-02-2026,27-02-2026
08HUMPU8934F1ZB,2025-01,878668,871467,27-02-2026,27-02-2026
08HUMPU8934F1ZB,2025-02,55512,27601,27-02-2026,27-02-2026
08HUMPU8934F1ZB,2025-03,415315,413330,27-02-2026,29-01-2026
08HUMPU8934F1ZB,2025-04,933376,941545,27-02-2026,27-02-2026
08HUMPU8934F1ZB,2025-05,1403122,1392576,27-02-2026,27-02-2026
08HUMPU8934F1ZB,2025-06,780091,791802,27-02-2026,24-02-2026
14RMGAC1549Y1ZQ,2025-01,717014,692133,27-02-2026,27-02-2026
14RMGAC1549Y1ZQ,2025-02,1506012,1521022,27-02-2026,30-01-2026
14RMGAC1549Y1ZQ,2025-03,1465629,1504455,27-02-2026,27-02-2026
14RMGAC1549Y1ZQ,2025-04,352285,353896,27-02-2026,27-02-2026
14RMGAC1549Y1ZQ,2025-05,1115038,1125932,27-02-2026,27-02-2026
14RMGAC1549Y1ZQ,2025-06,851050,896561,27-02-2026,27-02-2026
17QLZGB8883V1ZK,2025-01,216849,229416,27-02-2026,27-02-2026
17QLZGB8883V1ZK,2025-02,1825649,1790502,27-02-2026,27-02-2026
17QLZGB8883V1ZK,2025-03,551187,522483,27-02-2026,27-02-2026
17QLZGB8883V1ZK,2025-04,253289,223895,27-02-2026,27-02-2026
17QLZGB8883V1ZK,2025-05,773910,763933,27-02-2026,13-02-2026
17QLZGB8883V1ZK,2025-06,464732,424478,27-02-2026,27-02-2026
03ADQIX9273K1ZF,2025-01,940441,900186,27-02-2026,28-01-2026
03ADQIX9273K1ZF,2025-02,1888422,1932001,27-02-2026,27-02-2026
03ADQIX9273K1ZF,2025-03,1212432,1162503,27-02-2026,27-02-2026
03ADQIX9273K1ZF,2025-04,853657,881921,27-02-2026,27-02-2026
03ADQIX9273K1ZF,2025-05,1907285,1898897,27-02-2026,27-02-2026
03ADQIX9273K1ZF,2025-06,1148226,1144348,27-02-2026,27-02-2026
30HKWUQ7160F1ZD,2025-01,412771,396085,27-02-2026,27-02-2026
30HKWUQ7160F1ZD,2025-02,1372161,1334057,27-02-2026,28-01-2026
30HKWUQ7160F1ZD,2025-03,855817,817526,27-02-2026,27-02-2026
30HKWUQ7160F1ZD,2025-04,821498,785164,27-02-2026,27-02-2026
30HKWUQ7160F1ZD,2025-05,247723,211292,27-02-2026,27-02-2026
30HKWUQ7160F1ZD,2025-06,957776,935722,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-01,1807438,1769296,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-02,964365,935642,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-03,676686,688306,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-04,760059,765357,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-05,74283,32625,27-02-2026,27-02-2026
37REJJA6891P1ZD,2025-06,1406082,1441273,27-02-2026,27-02-2026
05GISRT5596K1ZQ,2025-01,619787,586810,27-02-2026,27-02-2026
05GISRT5596K1ZQ,2025-02,1525817,1483320,27-02-2026,04-02-2026
05GISRT5596K1ZQ,2025-03,1169631,1139102,27-02-2026,27-02-2026
05GISRT5596K1ZQ,2025-04,167539,133657,27-02-2026,27-02-2026
05GISRT5596K1ZQ,2025-05,441542,427093,27-02-2026,27-02-2026
05GISRT5596K1ZQ,2025-06,645346,681957,27-02-2026,27-02-2026
28RGIRK8590U1ZF,2025-01,1763671,1729675,27-02-2026,18-02-2026
28RGIRK8590U1ZF,2025-02,675014,663240,27-02-2026,27-02-2026
28RGIRK8590U1ZF,2025-03,1986836,1994048,27-02-2026,27-02-2026
28RGIRK8590U1ZF,2025-04,1917514,1966197,27-02-2026,27-02-2026
28RGIRK8590U1ZF,2025-05,276190,256182,27-02-2026,27-02-2026
28RGIRK8590U1ZF,2025-06,1361028,1366789,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-01,274861,322161,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-02,896527,913532,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-03,124953,104354,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-04,215093,247394,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-05,1296354,1265858,27-02-2026,27-02-2026
32WBMGZ0264H1ZC,2025-06,1938016,1978382,27-02-2026,27-02-2026
37LWLDM6145A1ZC,2025-01,678157,647406,27-02-2026,24-02-2026
37LWLDM6145A1ZC,2025-02,611094,616758,27-02-2026,27-02-2026
37LWLDM6145A1ZC,2025-03,404945,454723,27-02-2026,27-02-2026
37LWLDM6145A1ZC,2025-04,216673,223447,27-02-2026,27-02-2026
37LWLDM6145A1ZC,2025-05,1227371,1218589,27-02-2026,27-02-2026
37LWLDM6145A1ZC,2025-06,80742,73154,27-02-2026,27-02-2026
14RLIVV8375W1ZV,2025-01,226845,189444,27-02-2026,27-02-2026
14RLIVV8375W1ZV,2025-02,1007835,1043459,27-02-2026,27-02-2026
14RLIVV8375W1ZV,2025-03,1356079,1394460,27-02-2026,27-02-2026
14RLIVV8375W1ZV,2025-04,1567827,1549559,27-02-2026,27-02-2026
14RLIVV8375W1ZV,2025-05,1597364,1636964,27-02-2026,26-02-2026
14RLIVV8375W1ZV,2025-06,1149428,1177890,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-01,1350026,1363403,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-02,1219223,1258941,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-03,959735,1007736,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-04,243781,266844,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-05,38711,24662,27-02-2026,27-02-2026
07TFIVZ2570F1ZP,2025-06,1339591,1326069,27-02-2026,27-02-2026
17PEYKL7714U1ZV,2025-01,1034361,1024526,27-02-2026,31-01-2026
17PEYKL7714U1ZV,2025-02,514249,495459,27-02-2026,27-02-2026
17PEYKL7714U1ZV,2025-03,788293,824065,27-02-2026,31-01-2026
17PEYKL7714U1ZV,2025-04,531371,537996,27-02-2026,02-02-2026
17PEYKL7714U1ZV,2025-05,82201,44492,27-02-2026,27-02-2026
17PEYKL7714U1ZV,2025-06,1062692,1059910,27-02-2026,27-02-2026
33DMNBY8459F1ZW,2025-01,1764651,1746294,27-02-2026,24-02-2026
33DMNBY8459F1ZW,2025-02,1681469,1673381,27-02-2026,27-02-2026
33DMNBY8459F1ZW,2025-03,18592,42452,27-02-2026,20-02-2026
33DMNBY8459F1ZW,2025-04,48883,9710,27-02-2026,27-02-2026
33DMNBY8459F1ZW,2025-05,1097036,1089958,27-02-2026,27-02-2026
33DMNBY8459F1ZW,2025-06,1178132,1203144,27-02-2026,04-02-2026
25RPIWK6623K1ZJ,2025-01,573432,607876,27-02-2026,27-02-2026
25RPIWK6623K1ZJ,2025-02,364737,388748,27-02-2026,27-02-2026
25RPIWK6623K1ZJ,2025-03,1528882,1565022,27-02-2026,27-02-2026
25RPIWK6623K1ZJ,2025-04,1266116,1262004,27-02-2026,27-02-2026
25RPIWK6623K1ZJ,2025-05,1063169,1022005,27-02-2026,27-02-2026
25RPIWK6623K1ZJ,2025-06,947243,992915,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-01,845128,861362,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-02,1994589,1971522,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-03,614021,574108,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-04,199551,227778,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-05,83890,124329,27-02-2026,27-02-2026
27PXNVO3752G1ZT,2025-06,382248,429198,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-01,1080643,1100470,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-02,835759,851596,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-03,196709,246603,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-04,1410357,1375790,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-05,1273902,1242192,27-02-2026,27-02-2026
09ZQYNS3134S1ZV,2025-06,1642647,1613643,27-02-2026,27-02-2026
28VNADR1712I1ZE,2025-01,180521,154818,27-02-2026,27-02-2026
28VNADR1712I1ZE,2025-02,1029311,1044633,27-02-2026,27-02-2026
28VNADR1712I1ZE,2025-03,14842,55298,27-02-2026,27-02-2026
28VNADR1712I1ZE,2025-04,1098638,1093731,27-02-2026,27-02-2026
28VNADR1712I1ZE,2025-05,268550,274205,27-02-2026,21-02-2026
28VNADR1712I1ZE,2025-06,1476546,1441767,27-02-2026,27-02-2026
35AVCWT8752Z1ZZ,2025-01,407367,393971,27-02-2026,27-02-2026
35AVCWT8752Z1ZZ,2025-02,1051875,1087426,27-02-2026,04-02-2026
35AVCWT8752Z1ZZ,2025-03,405583,374453,27-02-2026,27-02-2026
35AVCWT8752Z1ZZ,2025-04,1374319,1388793,27-02-2026,19-02-2026
35AVCWT8752Z1ZZ,2025-05,1819669,1803011,27-02-2026,27-02-2026
35AVCWT8752Z1ZZ,2025-06,1428165,1418734,27-02-2026,27-02-2026
25KURZB7288O1ZH,2025-01,34883,64732,27-02-2026,27-02-2026
25KURZB7288O1ZH,2025-02,82742,90320,27-02-2026,27-02-2026
25KURZB7288O1ZH,2025-03,1889851,1902916,27-02-2026,27-02-2026
25KURZB7288O1ZH,2025-04,785140,820269,27-02-2026,10-02-2026
25KURZB7288O1ZH,2025-05,147375,178326,27-02-2026,27-02-2026
25KURZB7288O1ZH,2025-06,310886,305762,27-02-2026,27-02-2026
13UZHER1153N1ZI,2025-01,1198193,1166011,27-02-2026,27-02-2026
13UZHER1153N1ZI,2025-02,484428,518444,27-02-2026,27-02-2026
13UZHER1153N1ZI,2025-03,1820923,1846247,27-02-2026,27-02-2026
13UZHER1153N1ZI,2025-04,1455120,1502007,27-02-2026,05-02-2026
13UZHER1153N1ZI,2025-05,1046769,1076433,27-02-2026,27-02-2026
13UZHER1153N1ZI,2025-06,839174,827890,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-01,1034591,1012228,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-02,961753,931277,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-03,895575,934837,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-04,277721,304135,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-05,511960,503984,27-02-2026,27-02-2026
11PGISE1309T1ZV,2025-06,1393501,1426946,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-01,1384898,1362092,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-02,71616,83930,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-03,792144,830800,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-04,1831283,1815379,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-05,1111573,1099367,27-02-2026,27-02-2026
37OBSNY5715M1ZC,2025-06,367628,345301,27-02-2026,27-02-2026
14RIHYQ4576D1ZV,2025-01,390339,370242,27-02-2026,27-02-2026
14RIHYQ4576D1ZV,2025-02,1910751,1865126,27-02-2026,09-02-2026
14RIHYQ4576D1ZV,2025-03,1657002,1639674,27-02-2026,27-02-2026
14RIHYQ4576D1ZV,2025-04,1869092,1911349,27-02-2026,30-01-2026
14RIHYQ4576D1ZV,2025-05,134223,183430,27-02-2026,27-02-2026
14RIHYQ4576D1ZV,2025-06,444528,471174,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-01,531250,544169,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-02,1188299,1195919,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-03,1016056,1047054,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-04,482260,446888,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-05,304773,304027,27-02-2026,27-02-2026
16YRIXY3529Y1ZL,2025-06,1091846,1042701,27-02-2026,27-02-2026
32BXFNY1950C1ZG,2025-01,946112,904973,27-02-2026,27-02-2026
32BXFNY1950C1ZG,2025-02,1319870,1300263,27-02-2026,24-02-2026
32BXFNY1950C1ZG,2025-03,1776745,1797976,27-02-2026,27-02-2026
32BXFNY1950C1ZG,2025-04,1508140,1536595,27-02-2026,27-02-2026
32BXFNY1950C1ZG,2025-05,1143116,1093524,27-02-2026,20-02-2026
32BXFNY1950C1ZG,2025-06,1347876,1334354,27-02-2026,06-02-2026
07FVWTL8060W1ZK,2025-01,1872055,1919104,27-02-2026,27-02-2026
07FVWTL8060W1ZK,2025-02,1150283,1116444,27-02-2026,27-02-2026
07FVWTL8060W1ZK,2025-03,1672980,1650356,27-02-2026,27-02-2026
07FVWTL8060W1ZK,2025-04,1417489,1400284,27-02-2026,27-02-2026
07FVWTL8060W1ZK,2025-05,839818,811975,27-02-2026,27-02-2026
07FVWTL8060W1ZK,2025-06,666743,657190,27-02-2026,26-02-2026
04EGBVX4443M1ZV,2025-01,1805837,1819836,27-02-2026,27-02-2026
04EGBVX4443M1ZV,2025-02,42537,34594,27-02-2026,27-02-2026
04EGBVX4443M1ZV,2025-03,1935642,1932313,27-02-2026,27-02-2026
04EGBVX4443M1ZV,2025-04,1801085,1777884,27-02-2026,27-02-2026
04EGBVX4443M1ZV,2025-05,1167144,1211980,27-02-2026,27-02-2026
04EGBVX4443M1ZV,2025-06,1643796,1660796,27-02-2026,27-02-2026
05TPSBY1730Y1ZO,2025-01,1194158,1229605,27-02-2026,27-02-2026
05TPSBY1730Y1ZO,2025-02,1095222,1087428,27-02-2026,27-02-2026
05TPSBY1730Y1ZO,2025-03,1539159,1559274,27-02-2026,18-02-2026
05TPSBY1730Y1ZO,2025-04,1019243,1046779,27-02-2026,27-02-2026
05TPSBY1730Y1ZO,2025-05,724313,741873,27-02-2026,27-02-2026
05TPSBY1730Y1ZO,2025-06,469657,480539,27-02-2026,27-02-2026
02MNDKU5916Z1ZX,2025-01,903740,892378,27-02-2026,27-02-2026
02MNDKU5916Z1ZX,2025-02,1864410,1845193,27-02-2026,27-02-2026
02MNDKU5916Z1ZX,2025-03,945850,897965,27-02-2026,27-02-2026
02MNDKU5916Z1ZX,2025-04,882609,921877,27-02-2026,29-01-2026
02MNDKU5916Z1ZX,2025-05,137619,172112,27-02-2026,27-02-2026
02MNDKU5916Z1ZX,2025-06,457038,437568,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-01,1211816,1170871,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-02,1471634,1433862,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-03,716655,764115,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-04,1257742,1239841,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-05,1533365,1498318,27-02-2026,27-02-2026
36DBOKO0277G1ZN,2025-06,546102,585909,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-01,1032709,1047313,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-02,988347,939450,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-03,1028472,1053476,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-04,67633,71918,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-05,1853646,1810310,27-02-2026,27-02-2026
12FVFEU8899O1ZU,2025-06,611454,610090,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-01,104547,117044,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-02,830308,804230,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-03,951130,991933,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-04,636113,642683,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-05,1963869,1976545,27-02-2026,27-02-2026
05GFPYJ6220G1ZK,2025-06,765364,757473,27-02-2026,27-02-2026
20SDOVY1377U1ZN,2025-01,1991860,1984913,27-02-2026,27-02-2026
20SDOVY1377U1ZN,2025-02,1216980,1253562,27-02-2026,27-02-2026
20SDOVY1377U1ZN,2025-03,713151,757064,27-02-2026,27-02-2026
20SDOVY1377U1ZN,2025-04,816543,824366,27-02-2026,27-02-2026
20SDOVY1377U1ZN,2025-05,281341,234516,27-02-2026,31-01-2026
20SDOVY1377U1ZN,2025-06,343251,391297,27-02-2026,27-02-2026
22WMJHO1688E1ZR,2025-01,1313166,1308462,27-02-2026,27-02-2026
22WMJHO1688E1ZR,2025-02,1786510,1767201,27-02-2026,27-02-2026
22WMJHO1688E1ZR,2025-03,33433,53833,27-02-2026,27-02-2026
22WMJHO1688E1ZR,2025-04,1141637,1189607,27-02-2026,27-02-2026
22WMJHO1688E1ZR,2025-05,684933,692006,27-02-2026,16-02-2026
22WMJHO1688E1ZR,2025-06,1570527,1611887,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-01,1738832,1784402,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-02,627451,601758,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-03,555888,513166,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-04,1906211,1867341,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-05,1946176,1986682,27-02-2026,27-02-2026
05SXWQV5720I1ZR,2025-06,890441,903925,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-01,30174,54095,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-02,111718,77059,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-03,1364736,1380064,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-04,1271265,1317776,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-05,84312,37462,27-02-2026,27-02-2026
10JFUTH4535V1ZH,2025-06,1864435,1848185,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-01,645901,600261,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-02,822853,855438,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-03,1207287,1166745,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-04,1652967,1638588,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-05,658710,676755,27-02-2026,27-02-2026
29EOOWD7907H1ZC,2025-06,112810,64586,27-02-2026,27-02-2026
03RNUKX8061Q1ZU,2025-01,88454,41402,27-02-2026,27-02-2026
03RNUKX8061Q1ZU,2025-02,544501,541527,27-02-2026,18-02-2026
03RNUKX8061Q1ZU,2025-03,817495,836756,27-02-2026,27-02-2026
03RNUKX8061Q1ZU,2025-04,630108,676026,27-02-2026,09-02-2026
03RNUKX8061Q1ZU,2025-05,746114,718448,27-02-2026,27-02-2026
03RNUKX8061Q1ZU,2025-06,49692,36661,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-01,1812874,1799839,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-02,292174,283626,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-03,136917,97816,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-04,1471044,1482715,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-05,1558702,1519072,27-02-2026,27-02-2026
35OJJPX0292M1ZL,2025-06,367854,405356,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-01,1672244,1672583,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-02,1438714,1474943,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-03,1177846,1216324,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-04,1197290,1190530,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-05,656500,637991,27-02-2026,27-02-2026
31XAWLF5211T1ZW,2025-06,1981497,1934319,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-01,1637143,1652319,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-02,1335302,1342034,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-03,1018787,1032251,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-04,1851497,1826229,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-05,1322488,1277713,27-02-2026,27-02-2026
22SMMFE8005F1ZE,2025-06,1639263,1609750,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-01,265096,291633,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-02,999457,957047,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-03,654432,653682,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-04,1079328,1062617,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-05,593141,592912,27-02-2026,27-02-2026
37DEXNK9687J1ZC,2025-06,603192,601095,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-01,537004,576550,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-02,1984414,2021482,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-03,398435,415083,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-04,1827834,1789370,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-05,1821827,1830014,27-02-2026,27-02-2026
31WEVPU8162X1ZV,2025-06,580123,627887,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-01,1619404,1634037,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-02,1648170,1673965,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-03,1215222,1177322,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-04,1929834,1919068,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-05,51974,2624,27-02-2026,27-02-2026
05FKCFW5410P1ZT,2025-06,816331,810863,27-02-2026,27-02-2026
08CRXOA9644B1ZW,2025-01,1891230,1894337,27-02-2026,27-02-2026
08CRXOA9644B1ZW,2025-02,1361322,1409465,27-02-2026,17-02-2026
08CRXOA9644B1ZW,2025-03,1184719,1137115,27-02-2026,06-02-2026
08CRXOA9644B1ZW,2025-04,1586940,1568909,27-02-2026,27-02-2026
08CRXOA9644B1ZW,2025-05,1406869,1440571,27-02-2026,05-02-2026
08CRXOA9644B1ZW,2025-06,886739,870115,27-02-2026,30-01-2026
31UJPTT6014H1ZC,2025-01,1950354,1927325,27-02-2026,27-02-2026
31UJPTT6014H1ZC,2025-02,684504,667040,27-02-2026,27-02-2026
31UJPTT6014H1ZC,2025-03,745284,709900,27-02-2026,27-02-2026
31UJPTT6014H1ZC,2025-04,1803070,1823589,27-02-2026,27-02-2026
31UJPTT6014H1ZC,2025-05,898048,864667,27-02-2026,30-01-2026
31UJPTT6014H1ZC,2025-06,653010,660883,27-02-2026,13-02-2026
35KESUP1066K1ZN,2025-01,917082,922801,27-02-2026,27-02-2026
35KESUP1066K1ZN,2025-02,1590307,1547826,27-02-2026,27-02-2026
35KESUP1066K1ZN,2025-03,1243812,1209605,27-02-2026,27-02-2026
35KESUP1066K1ZN,2025-04,1885122,1882934,27-02-2026,27-02-2026
35KESUP1066K1ZN,2025-05,1768679,1751855,27-02-2026,27-02-2026
35KESUP1066K1ZN,2025-06,1219775,1255996,27-02-2026,27-02-2026
28QGWLJ2674Z1ZR,2025-01,247447,256209,27-02-2026,13-02-2026
28QGWLJ2674Z1ZR,2025-02,1783061,1735092,27-02-2026,27-02-2026
28QGWLJ2674Z1ZR,2025-03,891769,940338,27-02-2026,30-01-2026
28QGWLJ2674Z1ZR,2025-04,678066,703453,27-02-2026,27-02-2026
28QGWLJ2674Z1ZR,2025-05,1327746,1326867,27-02-2026,27-02-2026
28QGWLJ2674Z1ZR,2025-06,1548594,1526454,27-02-2026,27-02-2026
36OGHIS7867O1ZZ,2025-01,1026986,983068,27-02-2026,27-02-2026
36OGHIS7867O1ZZ,2025-02,1804577,1790945,27-02-2026,01-02-2026
36OGHIS7867O1ZZ,2025-03,1011323,1024410,27-02-2026,27-02-2026
36OGHIS7867O1ZZ,2025-04,579778,534240,27-02-2026,15-02-2026
36OGHIS7867O1ZZ,2025-05,1783918,1795268,27-02-2026,27-02-2026
36OGHIS7867O1ZZ,2025-06,292631,290497,27-02-2026,27-02-2026
33KIOSS1900E1ZP,2025-01,1472159,1433372,27-02-2026,27-02-2026
33KIOSS1900E1ZP,2025-02,601604,585164,27-02-2026,27-02-2026
33KIOSS1900E1ZP,2025-03,85038,118910,27-02-2026,27-02-2026
33KIOSS1900E1ZP,2025-04,971105,963542,27-02-2026,27-02-2026
33KIOSS1900E1ZP,2025-05,826720,859286,27-02-2026,20-02-2026
33KIOSS1900E1ZP,2025-06,551771,536782,27-02-2026,27-02-2026
17FCAJZ6575Y1ZF,2025-01,758550,752673,27-02-2026,27-02-2026
17FCAJZ6575Y1ZF,2025-02,1497968,1535668,27-02-2026,06-02-2026
17FCAJZ6575Y1ZF,2025-03,828678,877353,27-02-2026,27-02-2026
17FCAJZ6575Y1ZF,2025-04,451495,433217,27-02-2026,27-02-2026
17FCAJZ6575Y1ZF,2025-05,1456716,1442300,27-02-2026,27-02-2026
17FCAJZ6575Y1ZF,2025-06,1496004,1489777,27-02-2026,27-02-2026
13WYNFU5666L1ZH,2025-01,462599,413891,27-02-2026,05-02-2026
13WYNFU5666L1ZH,2025-02,346694,358353,27-02-2026,28-01-2026
13WYNFU5666L1ZH,2025-03,284183,303385,27-02-2026,27-02-2026
13WYNFU5666L1ZH,2025-04,1005733,1006729,27-02-2026,27-02-2026
13WYNFU5666L1ZH,2025-05,1419813,1436333,27-02-2026,29-01-2026
