invoice_no,seller_gstin,buyer_gstin,invoice_date,taxable_value,cgst,sgst,igst,total_tax
INV-4767,08HUMPU8934F1ZB,11XQWTK0889P1ZX,28-11-2025,566615,0,0,101990.7,101990.7
INV-4768,22EHZFQ9082I1ZB,06HRMLH7142V1ZS,28-01-2026,158990,0,0,28618.2,28618.2
INV-4769,07PYOXJ9158H1ZD,24GJXEK3626W1ZD,10-10-2025,775344,0,0,139561.92,139561.92
INV-4770,18ODSCR8472B1ZM,07VHJHS1002E1ZU,08-10-2025,970653,0,0,174717.54,174717.54
INV-4771,17VTPBI0990P1ZB,25LRRCQ7701W1ZZ,05-01-2026,174016,0,0,31322.88,31322.88
INV-4772,16TRMPG4468C1ZM,37OIZFB1027F1ZW,18-12-2025,699901,0,0,125982.18,125982.18
INV-4773,34HSINF6783E1ZI,03CMKLT6824N1ZG,09-11-2025,194778,0,0,35060.04,35060.04
INV-4774,04MXBHA0165G1ZF,32MGIWO9049M1ZO,02-11-2025,540040,0,0,97207.2,97207.2
INV-4775,08OOXKI7109C1ZL,08ITQSA3261T1ZU,06-09-2025,895146,0,0,161126.28,161126.28
INV-4776,16ABUMP3010T1ZK,10VYYJE5725D1ZS,23-10-2025,721681,0,0,129902.58,129902.58
INV-4777,12TIYUW8271B1ZP,19NHVZG5395E1ZC,09-01-2026,531373,0,0,95647.14,95647.14
INV-4778,06DMIIU9473Y1ZE,06FHVTV5629A1ZQ,15-09-2025,181547,0,0,32678.46,32678.46
INV-4779,06GDUIP3724E1ZD,05VCMUF8489V1ZM,21-02-2026,719577,0,0,129523.86,129523.86
INV-4780,04HUQBR0328V1ZL,28VNADR1712I1ZE,02-12-2025,440883,0,0,79358.94,79358.94
INV-4781,16ATMZP3442V1ZP,35VOKPW7730N1ZC,21-01-2026,870205,0,0,156636.9,156636.9
INV-4782,12MKOGG4929P1ZG,32MGIWO9049M1ZO,01-11-2025,476311,0,0,85735.98,85735.98
INV-4783,36KIHLW7654N1ZE,37WUZXT8972Z1ZL,09-11-2025,615347,0,0,110762.46,110762.46
INV-4784,01YAOQS0373X1ZX,37FQTGB7390V1ZN,15-11-2025,349648,0,0,62936.64,62936.64
INV-4785,09RVTRN6433F1ZG,11VUDGQ8518D1ZJ,27-02-2026,500765,0,0,90137.7,90137.7
INV-4786,32DZPGE5509D1ZO,17VTPBI0990P1ZB,12-02-2026,965280,0,0,173750.4,173750.4
INV-4787,26BMEVV8172Y1ZO,16SPIFR3730X1ZN,19-09-2025,58906,0,0,10603.08,10603.08
INV-4788,37DZXIO2158E1ZJ,16HZLJV4972Z1ZX,19-01-2026,864894,0,0,155680.92,155680.92
INV-4789,10MAXQG6069Z1ZD,25EBYZI9874U1ZF,13-10-2025,987722,0,0,177789.96,177789.96
INV-4790,34MOXDD4553Y1ZO,04FXWBG6219S1ZS,25-11-2025,982629,0,0,176873.22,176873.22
INV-4791,25EGGDE2273H1ZX,16ABUMP3010T1ZK,12-09-2025,554361,0,0,99784.98,99784.98
INV-4792,23FGCUW4619F1ZZ,34IGRIG1649C1ZA,20-01-2026,36547,0,0,6578.46,6578.46
INV-4793,12IBLFU5177E1ZT,08BIDGE5033L1ZO,13-01-2026,725567,0,0,130602.06,130602.06
INV-4794,18IKFFB5950X1ZW,10GQLRX4250L1ZS,10-12-2025,78904,0,0,14202.72,14202.72
INV-4795,10IPDJZ6359J1ZR,24CAIJH1145N1ZD,11-09-2025,495610,0,0,89209.8,89209.8
INV-4796,08QTTWS7738Q1ZV,27UIMTG6871N1ZL,28-01-2026,214333,0,0,38579.94,38579.94
INV-4797,12MCGFN0921W1ZF,31UECLL4769D1ZB,12-12-2025,643565,0,0,115841.7,115841.7
INV-4798,06BKSMK4513C1ZO,05GMCIH9139D1ZK,03-09-2025,611530,0,0,110075.4,110075.4
INV-4799,28PQHHU2546H1ZX,05GRHFC9771F1ZW,03-01-2026,816605,0,0,146988.9,146988.9
INV-4800,22OGRCY5454R1ZD,36LJHUT2399Y1ZG,20-09-2025,564787,0,0,101661.66,101661.66
INV-4801,25GJZCI8515O1ZR,17IWSHA9074Y1ZH,16-01-2026,528391,0,0,95110.38,95110.38
INV-4802,30AERUX1433Y1ZD,33CEPRG1825T1ZC,27-01-2026,218099,0,0,39257.82,39257.82
INV-4803,29XDLYF4300Q1ZL,13THBXY4145Q1ZA,01-12-2025,662669,0,0,119280.42,119280.42
INV-4804,32HEVQW9413R1ZQ,03NLVBZ5375Q1ZY,18-10-2025,171663,0,0,30899.34,30899.34
INV-4805,24AAMJP9075Y1ZY,33JMOJG1572Q1ZA,21-02-2026,194560,0,0,35020.8,35020.8
INV-4806,18FZLKA1555K1ZD,30TCRFK9917X1ZR,03-10-2025,205545,0,0,36998.1,36998.1
INV-4807,03RVHXB4166W1ZW,11ARWIM9524W1ZR,26-10-2025,907523,0,0,163354.14,163354.14
INV-4808,18HGTPX7631Z1ZW,33KBBSU5181T1ZK,26-01-2026,370678,0,0,66722.04,66722.04
INV-4809,11XORDW1743Y1ZO,07CJHJV8660S1ZA,29-11-2025,655262,0,0,117947.16,117947.16
INV-4810,14LIUTB7917P1ZQ,07EJJFF1911E1ZP,12-09-2025,911572,0,0,164082.96,164082.96
INV-4811,09IMTOG3467P1ZR,32RJUGC4491J1ZK,29-12-2025,963726,0,0,173470.68,173470.68
INV-4812,02BIZUF8558H1ZK,25NFORJ3744C1ZK,17-09-2025,168100,0,0,30258,30258
INV-4813,04HUQBR0328V1ZL,09DBASM4906N1ZO,06-11-2025,864255,0,0,155565.9,155565.9
INV-4814,06BKSMK4513C1ZO,10ROEBN7181A1ZY,10-01-2026,655868,0,0,118056.24,118056.24
INV-4815,13ZETAS9984W1ZS,25RPIWK6623K1ZJ,25-09-2025,642700,0,0,115686,115686
INV-4816,26NKIII1515Y1ZL,08AHFTR8040G1ZH,26-11-2025,311286,0,0,56031.48,56031.48
INV-4817,35YMKTA1088Q1ZU,26RRSRZ2430W1ZS,03-09-2025,734765,0,0,132257.7,132257.7
INV-4818,16SPIFR3730X1ZN,07EJJFF1911E1ZP,02-01-2026,829684,0,0,149343.12,149343.12
INV-4819,04QPORH7041C1ZZ,32OCCUV3807R1ZG,25-01-2026,246455,0,0,44361.9,44361.9
INV-4820,06BKSMK4513C1ZO,12MCGFN0921W1ZF,05-02-2026,457554,0,0,82359.72,82359.72
INV-4821,05GISRT5596K1ZQ,32HEVQW9413R1ZQ,30-10-2025,46446,0,0,8360.28,8360.28
INV-4822,36LJHUT2399Y1ZG,17FSITY6172S1ZY,15-02-2026,961475,0,0,173065.5,173065.5
INV-4823,02MNDKU5916Z1ZX,14XKMNJ0707M1ZE,20-10-2025,57774,0,0,10399.32,10399.32
INV-4824,10IPDJZ6359J1ZR,33JMOJG1572Q1ZA,23-10-2025,646626,0,0,116392.68,116392.68
INV-4825,37TIQTD1337Y1ZR,34LGIZM9234I1ZT,21-10-2025,136660,0,0,24598.8,24598.8
INV-4826,22CLTQE0316D1ZU,28CTVOP5313V1ZY,07-01-2026,880071,0,0,158412.78,158412.78
INV-4827,25WOJRT9700I1ZG,07BFGYW8318W1ZJ,24-02-2026,113463,0,0,20423.34,20423.34
INV-4828,03JQUQP0180D1ZN,05GRHFC9771F1ZW,18-11-2025,173547,0,0,31238.46,31238.46
INV-4829,19AHHWB2275Z1ZG,16HZLJV4972Z1ZX,09-10-2025,686128,0,0,123503.04,123503.04
INV-4830,12MKOGG4929P1ZG,07EJJFF1911E1ZP,07-09-2025,595394,0,0,107170.92,107170.92
INV-4831,20SDOVY1377U1ZN,30QQONQ3358O1ZJ,31-08-2025,201768,0,0,36318.24,36318.24
INV-4832,02CFRHP4547K1ZL,31GSLZY0374P1ZD,24-10-2025,910758,0,0,163936.44,163936.44
INV-4833,12OOTTO6741Z1ZF,06BPXFP1906M1ZV,19-09-2025,892706,0,0,160687.08,160687.08
INV-4834,16SJUSB4414M1ZL,14RVYGQ8899X1ZU,22-12-2025,751816,0,0,135326.88,135326.88
INV-4835,13UZHER1153N1ZI,19ZTZRU7931P1ZB,16-11-2025,280816,0,0,50546.88,50546.88
INV-4836,17SOXYX6228N1ZZ,24FICSI1094E1ZY,06-11-2025,350065,0,0,63011.7,63011.7
INV-4837,31XBJCK7866O1ZT,27IMRDZ9168P1ZP,21-01-2026,147388,0,0,26529.84,26529.84
INV-4838,12VBULH0109Q1ZM,30VRLYP0969K1ZX,04-09-2025,237216,0,0,42698.88,42698.88
INV-4839,02BMKRM9006C1ZE,05QMSQD0091H1ZR,20-10-2025,179225,0,0,32260.5,32260.5
INV-4840,18TIHEA7797Q1ZD,10HAVWI4099P1ZJ,25-09-2025,121285,0,0,21831.3,21831.3
INV-4841,32BIQJN6421R1ZP,37YCAID6479X1ZX,01-12-2025,171447,0,0,30860.46,30860.46
INV-4842,20SDOVY1377U1ZN,20AZFIU9895S1ZS,06-10-2025,909745,0,0,163754.1,163754.1
INV-4843,02BMKRM9006C1ZE,11XORDW1743Y1ZO,10-09-2025,865309,0,0,155755.62,155755.62
INV-4844,37FQTGB7390V1ZN,11ARWIM9524W1ZR,11-01-2026,912019,0,0,164163.42,164163.42
INV-4845,21WQDBL3205J1ZO,19GBHOT1335A1ZF,16-11-2025,380922,0,0,68565.96,68565.96
INV-4846,37HOAHL5644G1ZQ,13THBXY4145Q1ZA,22-09-2025,201931,0,0,36347.58,36347.58
INV-4847,28CCFTO6234V1ZS,03TEJUW3138X1ZO,13-09-2025,399641,0,0,71935.38,71935.38
INV-4848,30JVWFR3207L1ZU,13IPZDV7275I1ZY,27-12-2025,418537,0,0,75336.66,75336.66
INV-4849,22DRBDW4138T1ZF,24EZMCL6014S1ZD,28-10-2025,676298,0,0,121733.64,121733.64
INV-4850,20AQFJI6157Y1ZI,08SGMYQ9249Y1ZY,10-02-2026,266525,0,0,47974.5,47974.5
INV-4851,22RUMRN5458J1ZF,30TCRFK9917X1ZR,14-10-2025,130313,0,0,23456.34,23456.34
INV-4852,22QRDXN6365G1ZN,15FDDTP4545V1ZG,05-09-2025,426095,0,0,76697.1,76697.1
INV-4853,12IAABK5637I1ZG,03JQUQP0180D1ZN,01-02-2026,299175,0,0,53851.5,53851.5
INV-4854,14LIUTB7917P1ZQ,37KQMQH9486J1ZO,26-10-2025,16619,0,0,2991.42,2991.42
INV-4855,22RNPYX5984U1ZN,20EGVKX3719X1ZC,07-10-2025,250244,0,0,45043.92,45043.92
INV-4856,25YWFYY6699G1ZI,05YRTKV2705L1ZB,27-01-2026,819679,0,0,147542.22,147542.22
INV-4857,10SUDGZ7784G1ZA,22WMJHO1688E1ZR,20-01-2026,349695,0,0,62945.1,62945.1
INV-4858,30DDTOT4539E1ZQ,04MXBHA0165G1ZF,09-02-2026,702051,0,0,126369.18,126369.18
INV-4859,37ADLJL0133I1ZH,24AAMJP9075Y1ZY,14-01-2026,414086,0,0,74535.48,74535.48
INV-4860,34ZKYZD2028N1ZW,05AXRYV4637N1ZL,20-10-2025,70116,0,0,12620.88,12620.88
INV-4861,18HGTPX7631Z1ZW,15GJHYS1847A1ZH,17-11-2025,706223,0,0,127120.14,127120.14
INV-4862,09WUQEZ4901E1ZJ,31XAWLF5211T1ZW,29-10-2025,878401,0,0,158112.18,158112.18
INV-4863,34EHGJA6310L1ZY,28VMIHO1878Y1ZB,11-02-2026,414872,0,0,74676.96,74676.96
INV-4864,37MBBYX5093G1ZS,08AQDWU9435U1ZG,29-10-2025,300297,0,0,54053.46,54053.46
INV-4865,23FGCUW4619F1ZZ,24LMPWW0966C1ZZ,25-12-2025,343888,0,0,61899.84,61899.84
INV-4866,03RNUKX8061Q1ZU,26PRCLW1234K1ZY,14-01-2026,848108,0,0,152659.44,152659.44
INV-4867,29KWBNS1542I1ZZ,21QSPKX7975O1ZN,10-02-2026,701733,0,0,126311.94,126311.94
INV-4868,30AYELZ4998J1ZF,17IWSHA9074Y1ZH,21-12-2025,458915,0,0,82604.7,82604.7
INV-4869,35UXMHM3677O1ZE,07PYOXJ9158H1ZD,08-09-2025,603731,0,0,108671.58,108671.58
INV-4870,11ILMUQ1637G1ZO,13MEKIT6973I1ZZ,20-12-2025,459068,0,0,82632.24,82632.24
INV-4871,18TIHEA7797Q1ZD,35OJJPX0292M1ZL,09-09-2025,988683,0,0,177962.94,177962.94
INV-4872,17FSITY6172S1ZY,31WEVPU8162X1ZV,23-11-2025,765914,0,0,137864.52,137864.52
INV-4873,33KIOSS1900E1ZP,03TEJUW3138X1ZO,07-12-2025,629639,0,0,113335.02,113335.02
INV-4874,11ZVDLZ4968I1ZK,05TPSBY1730Y1ZO,28-11-2025,530776,0,0,95539.68,95539.68
INV-4875,05OAYVM5936M1ZB,11JXKUR0633R1ZV,28-10-2025,73122,0,0,13161.96,13161.96
INV-4876,32DQYRG7955Y1ZP,08AHFTR8040G1ZH,23-01-2026,860608,0,0,154909.44,154909.44
INV-4877,13DTOUN0309Z1ZJ,14OZMJY4556X1ZV,08-11-2025,186923,0,0,33646.14,33646.14
INV-4878,14EUHTR1448J1ZV,28CTVOP5313V1ZY,24-02-2026,709047,0,0,127628.46,127628.46
INV-4879,35UXMHM3677O1ZE,19MYWQY4649C1ZF,14-09-2025,918986,0,0,165417.48,165417.48
INV-4880,14RMGAC1549Y1ZQ,37YCGOK5673O1ZJ,11-09-2025,152559,0,0,27460.62,27460.62
INV-4881,02CFRHP4547K1ZL,17BTNTM7515T1ZB,09-02-2026,332417,0,0,59835.06,59835.06
INV-4882,24XRNGL0999J1ZC,01XAFDY6472D1ZB,27-12-2025,609338,0,0,109680.84,109680.84
INV-4883,14OOHYU5138R1ZO,12UYSDK4157G1ZO,22-09-2025,460883,0,0,82958.94,82958.94
INV-4884,06PNQKP0612K1ZZ,24MLYMO3828C1ZJ,05-10-2025,567821,0,0,102207.78,102207.78
INV-4885,30TCRFK9917X1ZR,07YOCHN3434T1ZP,18-02-2026,435704,0,0,78426.72,78426.72
INV-4886,10JFUTH4535V1ZH,27UAZGL2560P1ZE,29-10-2025,558635,0,0,100554.3,100554.3
INV-4887,19HPLRJ0839I1ZU,26PRCLW1234K1ZY,10-11-2025,182987,0,0,32937.66,32937.66
INV-4888,03JQUQP0180D1ZN,07EJJFF1911E1ZP,30-12-2025,517377,0,0,93127.86,93127.86
INV-4889,07PYOXJ9158H1ZD,05HBKZG8109G1ZT,11-01-2026,641182,0,0,115412.76,115412.76
INV-4890,37WUZXT8972Z1ZL,07IZKOY5620M1ZS,20-11-2025,693707,0,0,124867.26,124867.26
INV-4891,30JDJPG8039X1ZC,10LHQLF8276N1ZW,02-11-2025,39693,0,0,7144.74,7144.74
INV-4892,33QHKJZ5525K1ZO,02MHXCV7337Q1ZP,03-10-2025,739235,0,0,133062.3,133062.3
INV-4893,28XIZTD8670E1ZB,35AVCWT8752Z1ZZ,21-09-2025,570741,0,0,102733.38,102733.38
INV-4894,15RQMYJ3165J1ZD,16ABUMP3010T1ZK,12-11-2025,581155,0,0,104607.9,104607.9
INV-4895,32KVMCA7225F1ZY,29KMIDW3933Y1ZL,17-09-2025,891495,0,0,160469.1,160469.1
INV-4896,29KWBNS1542I1ZZ,05ITQUT3058F1ZY,19-09-2025,996400,0,0,179352,179352
INV-4897,37FQTGB7390V1ZN,35OJJPX0292M1ZL,02-09-2025,953832,0,0,171689.76,171689.76
INV-4898,04HUQBR0328V1ZL,16ENVGK3459H1ZJ,29-01-2026,222876,0,0,40117.68,40117.68
INV-4899,35VOSZO7794O1ZS,17FSITY6172S1ZY,22-11-2025,670566,0,0,120701.88,120701.88
INV-4900,13MEKIT6973I1ZZ,16ENVGK3459H1ZJ,20-02-2026,207526,0,0,37354.68,37354.68
INV-4901,14EWUHM1869J1ZX,37LWLDM6145A1ZC,02-10-2025,714762,0,0,128657.16,128657.16
INV-4902,19PUOEW4276M1ZH,24SVPXC2616S1ZU,30-12-2025,200514,0,0,36092.52,36092.52
INV-4903,05GRHFC9771F1ZW,02BIZUF8558H1ZK,18-01-2026,57899,0,0,10421.82,10421.82
INV-4904,09NPWWL5474U1ZE,28QGWLJ2674Z1ZR,29-11-2025,82617,0,0,14871.06,14871.06
INV-4905,22NHTSP5266K1ZX,04FXWBG6219S1ZS,30-11-2025,822222,0,0,147999.96,147999.96
INV-4906,28ZJAFJ0381V1ZA,29TDFSP4053R1ZZ,20-12-2025,406504,0,0,73170.72,73170.72
INV-4907,09TZQKZ3893V1ZV,10JFUTH4535V1ZH,03-11-2025,681176,0,0,122611.68,122611.68
INV-4908,05HBKZG8109G1ZT,20LOFKQ4710W1ZQ,28-10-2025,307892,0,0,55420.56,55420.56
INV-4909,24PSBFH0212U1ZL,29KHVLK6051U1ZO,27-02-2026,62367,0,0,11226.06,11226.06
INV-4910,35DJTGJ6364T1ZR,16PUSXA7955G1ZZ,01-11-2025,598526,0,0,107734.68,107734.68
INV-4911,05ODRBF5048J1ZY,05YRTKV2705L1ZB,11-10-2025,334205,0,0,60156.9,60156.9
INV-4912,34BBHYY0751Q1ZV,26BCVUJ4608S1ZY,23-10-2025,466401,0,0,83952.18,83952.18
INV-4913,34ZKYZD2028N1ZW,13ZDZMG6295Y1ZJ,05-11-2025,610200,0,0,109836,109836
INV-4914,33KIOSS1900E1ZP,11ZVDLZ4968I1ZK,10-12-2025,978210,0,0,176077.8,176077.8
INV-4915,23IJVXP7370D1ZH,11XQWTK0889P1ZX,12-11-2025,103351,0,0,18603.18,18603.18
INV-4916,05VCMUF8489V1ZM,01XAFDY6472D1ZB,01-12-2025,414390,0,0,74590.2,74590.2
INV-4917,10PXUWW9393D1ZK,04HUQBR0328V1ZL,24-12-2025,45415,0,0,8174.7,8174.7
INV-4918,08BIDGE5033L1ZO,37FZETA7927W1ZC,22-02-2026,44630,0,0,8033.4,8033.4
INV-4919,30GDERV6083C1ZW,05KLOVQ6103K1ZR,09-12-2025,380150,0,0,68427,68427
INV-4920,25XVAOH1860M1ZQ,37ADLJL0133I1ZH,08-01-2026,503103,0,0,90558.54,90558.54
INV-4921,07BFGYW8318W1ZJ,36OGHIS7867O1ZZ,21-11-2025,785018,0,0,141303.24,141303.24
INV-4922,14EUHTR1448J1ZV,24SBDHK5873D1ZU,10-11-2025,602493,0,0,108448.74,108448.74
INV-4923,24JKLOZ6878R1ZN,10IPDJZ6359J1ZR,07-11-2025,496961,0,0,89452.98,89452.98
INV-4924,07PYOXJ9158H1ZD,32DZPGE5509D1ZO,18-09-2025,935611,0,0,168409.98,168409.98
INV-4925,10JFUTH4535V1ZH,16ABUMP3010T1ZK,23-01-2026,385488,0,0,69387.84,69387.84
INV-4926,03RNUKX8061Q1ZU,25XVAOH1860M1ZQ,01-01-2026,408623,0,0,73552.14,73552.14
INV-4927,24CAIJH1145N1ZD,06NJYOU5080M1ZL,03-09-2025,61952,0,0,11151.36,11151.36
INV-4928,24GJXEK3626W1ZD,17FCAJZ6575Y1ZF,25-02-2026,498585,0,0,89745.3,89745.3
INV-4929,21WQDBL3205J1ZO,24GJXEK3626W1ZD,30-01-2026,376754,0,0,67815.72,67815.72
INV-4930,20JPFRF1837S1ZH,35AVCWT8752Z1ZZ,01-11-2025,178927,0,0,32206.86,32206.86
INV-4931,29VCWVD9094X1ZM,32VROXP3750B1ZY,10-11-2025,226394,0,0,40750.92,40750.92
INV-4932,23IJWMU7732K1ZN,37KQMQH9486J1ZO,09-12-2025,92169,0,0,16590.42,16590.42
INV-4933,14JCJWE2293F1ZP,37IPRIH1623B1ZR,16-10-2025,970668,0,0,174720.24,174720.24
INV-4934,07RBVMQ4335Z1ZI,35YMKTA1088Q1ZU,05-10-2025,596773,0,0,107419.14,107419.14
INV-4935,22OGRCY5454R1ZD,24SVPXC2616S1ZU,19-11-2025,651439,0,0,117259.02,117259.02
INV-4936,08GDJDK5544R1ZW,14RVYGQ8899X1ZU,14-11-2025,305376,0,0,54967.68,54967.68
INV-4937,34EHGJA6310L1ZY,16SJUSB4414M1ZL,13-12-2025,270061,0,0,48610.98,48610.98
INV-4938,30VRLYP0969K1ZX,37FZETA7927W1ZC,22-12-2025,800331,0,0,144059.58,144059.58
INV-4939,32OMAAG9846J1ZN,26ZNDLD4290X1ZB,15-12-2025,997858,0,0,179614.44,179614.44
INV-4940,22YTNUD8896E1ZG,12MKOGG4929P1ZG,24-12-2025,332323,0,0,59818.14,59818.14
INV-4941,34WICDY1497H1ZV,26PRCLW1234K1ZY,11-12-2025,840165,0,0,151229.7,151229.7
INV-4942,34UMONK6196O1ZK,17ISQWW8337Y1ZP,05-10-2025,424734,0,0,76452.12,76452.12
INV-4943,16KCEGV4546B1ZG,35VOSZO7794O1ZS,27-12-2025,627703,0,0,112986.54,112986.54
INV-4944,31XBJCK7866O1ZT,16WFFGQ1196V1ZP,31-08-2025,264235,0,0,47562.3,47562.3
INV-4945,28WVVSN3687O1ZW,08BIDGE5033L1ZO,19-12-2025,281034,0,0,50586.12,50586.12
INV-4946,31WEVPU8162X1ZV,11ZVDLZ4968I1ZK,01-01-2026,308937,0,0,55608.66,55608.66
INV-4947,22SMMFE8005F1ZE,13UORYV7784C1ZD,15-11-2025,292737,0,0,52692.66,52692.66
INV-4948,19QXCON7991F1ZB,18TIHEA7797Q1ZD,07-09-2025,561366,0,0,101045.88,101045.88
INV-4949,15XPDOA9047B1ZN,34EHGJA6310L1ZY,07-10-2025,743592,0,0,133846.56,133846.56
INV-4950,25NFORJ3744C1ZK,29LGJZJ9602D1ZO,15-02-2026,245435,0,0,44178.3,44178.3
INV-4951,33KIOSS1900E1ZP,13MEKIT6973I1ZZ,12-11-2025,534816,0,0,96266.88,96266.88
INV-4952,10GQLRX4250L1ZS,22BYMJX2969P1ZX,28-10-2025,768068,0,0,138252.24,138252.24
INV-4953,29CPGOQ5801U1ZL,29KWBNS1542I1ZZ,03-10-2025,239141,0,0,43045.38,43045.38
INV-4954,22RNPYX5984U1ZN,29GPDUQ3180A1ZF,16-09-2025,569078,0,0,102434.04,102434.04
INV-4955,28SKIJJ5641M1ZL,13UORYV7784C1ZD,01-10-2025,557760,0,0,100396.8,100396.8
INV-4956,08BIDGE5033L1ZO,29KWBNS1542I1ZZ,02-02-2026,292705,0,0,52686.9,52686.9
INV-4957,20PNNMO4031N1ZS,15KVKSI3296P1ZC,25-02-2026,118644,0,0,21355.92,21355.92
INV-4958,13ZETAS9984W1ZS,20NKKQO9338S1ZN,05-11-2025,608744,0,0,109573.92,109573.92
INV-4959,17LHZWC3326A1ZV,05LXOSJ3168Y1ZD,14-01-2026,734851,0,0,132273.18,132273.18
INV-4960,19NHVZG5395E1ZC,19ZTZRU7931P1ZB,16-02-2026,511992,0,0,92158.56,92158.56
INV-4961,19MDBQP6411V1ZM,13LDAKV3844U1ZT,18-10-2025,325997,0,0,58679.46,58679.46
INV-4962,08GDJDK5544R1ZW,10EVUVE4462O1ZT,19-09-2025,311009,0,0,55981.62,55981.62
INV-4963,21WXLUP8739S1ZT,34WICDY1497H1ZV,25-11-2025,442850,0,0,79713,79713
INV-4964,28CCFTO6234V1ZS,26RRSRZ2430W1ZS,01-10-2025,849230,0,0,152861.4,152861.4
INV-4965,37WUZXT8972Z1ZL,20DAYTY9195Q1ZK,26-01-2026,825525,0,0,148594.5,148594.5
INV-4966,07BFGYW8318W1ZJ,33KBBSU5181T1ZK,17-02-2026,20654,0,0,3717.72,3717.72
INV-4967,15TAOPS2125H1ZP,14SMXLB1455V1ZZ,09-11-2025,604212,0,0,108758.16,108758.16
INV-4968,05JLNVM5884L1ZZ,32ZQMEU1749R1ZU,11-02-2026,410033,0,0,73805.94,73805.94
INV-4969,02BIZUF8558H1ZK,03RVHXB4166W1ZW,01-01-2026,650615,0,0,117110.7,117110.7
INV-4970,29EOOWD7907H1ZC,08KOGSA9577V1ZG,20-02-2026,872936,0,0,157128.48,157128.48
INV-4971,05QMSQD0091H1ZR,24EZMCL6014S1ZD,28-11-2025,783111,0,0,140959.98,140959.98
INV-4972,03TENLH9489P1ZL,08MBTFR6385C1ZZ,29-01-2026,826615,0,0,148790.7,148790.7
INV-4973,30BVMNQ5720L1ZH,19GBHOT1335A1ZF,01-11-2025,915733,0,0,164831.94,164831.94
INV-4974,20GRSUB9445W1ZN,20DAYTY9195Q1ZK,28-11-2025,422596,0,0,76067.28,76067.28
INV-4975,28VNADR1712I1ZE,11FATAH4797C1ZF,19-11-2025,633803,0,0,114084.54,114084.54
INV-4976,15ZEHUN5756Y1ZT,20GRSUB9445W1ZN,03-12-2025,620638,0,0,111714.84,111714.84
INV-4977,02DGGTT2309P1ZR,28KWWFQ6073J1ZQ,30-10-2025,890366,0,0,160265.88,160265.88
INV-4978,28XIZTD8670E1ZB,36FQOFP8086K1ZI,09-11-2025,592355,0,0,106623.9,106623.9
INV-4979,30VRLYP0969K1ZX,05OAYVM5936M1ZB,04-10-2025,92713,0,0,16688.34,16688.34
INV-4980,31JIXWO2175M1ZH,26JURYD6700Y1ZU,23-12-2025,82125,0,0,14782.5,14782.5
INV-4981,15PGACU1846F1ZM,33ZRCZU9981E1ZH,13-12-2025,589391,0,0,106090.38,106090.38
INV-4982,09RVTRN6433F1ZG,31FVHOH1720Q1ZH,06-12-2025,739560,0,0,133120.8,133120.8
INV-4983,36LJHUT2399Y1ZG,30PBRRE0104L1ZQ,06-02-2026,242036,0,0,43566.48,43566.48
INV-4984,26PRCLW1234K1ZY,12UNDFD7053Z1ZR,12-10-2025,989945,0,0,178190.1,178190.1
INV-4985,05TPSBY1730Y1ZO,24GJXEK3626W1ZD,06-01-2026,60392,0,0,10870.56,10870.56
INV-4986,13BJPBB8562G1ZK,10VYYJE5725D1ZS,10-01-2026,202484,0,0,36447.12,36447.12
INV-4987,16SPIFR3730X1ZN,30GDERV6083C1ZW,09-09-2025,175225,0,0,31540.5,31540.5
INV-4988,35VOKPW7730N1ZC,19IKFUW3521P1ZZ,26-12-2025,45112,0,0,8120.16,8120.16
INV-4989,35GZUXF6547Y1ZM,26JOBAE4475D1ZQ,15-12-2025,489743,0,0,88153.74,88153.74
INV-4990,31NYLVV9060W1ZO,19WAOCZ2954E1ZQ,05-01-2026,436327,0,0,78538.86,78538.86
INV-4991,09GBSOO4553O1ZI,07WISHY8543K1ZD,12-12-2025,29625,0,0,5332.5,5332.5
INV-4992,15IYXVG6513R1ZC,34BBHYY0751Q1ZV,02-10-2025,482658,0,0,86878.44,86878.44
INV-4993,28EFEHW0622N1ZR,05GISRT5596K1ZQ,03-09-2025,787468,0,0,141744.24,141744.24
INV-4994,30JDJPG8039X1ZC,32DQYRG7955Y1ZP,18-11-2025,699997,0,0,125999.46,125999.46
INV-4995,04QPORH7041C1ZZ,32PCVHK5199T1ZL,20-02-2026,576516,0,0,103772.88,103772.88
INV-4996,36RMEFB7030P1ZQ,36DBOKO0277G1ZN,14-09-2025,839916,0,0,151184.88,151184.88
INV-4997,37MBBYX5093G1ZS,03NLVBZ5375Q1ZY,22-01-2026,752230,0,0,135401.4,135401.4
INV-4998,03RNUKX8061Q1ZU,19ZTZRU7931P1ZB,22-11-2025,304209,0,0,54757.62,54757.62
INV-4999,31XBJCK7866O1ZT,08CRXOA9644B1ZW,19-01-2026,62557,0,0,11260.26,11260.26
INV-5000,23IJVXP7370D1ZH,05OAYVM5936M1ZB,05-02-2026,695578,0,0,125204.04,125204.04
INV-5001,30TCRFK9917X1ZR,34BBHYY0751Q1ZV,07-11-2025,520966,0,0,93773.88,93773.88
INV-5002,04MXBHA0165G1ZF,15GJHYS1847A1ZH,31-10-2025,77540,0,0,13957.2,13957.2
INV-5003,27IMRDZ9168P1ZP,09RVTRN6433F1ZG,12-12-2025,49363,0,0,8885.34,8885.34
INV-5004,05ITQUT3058F1ZY,22NHTSP5266K1ZX,13-02-2026,344010,0,0,61921.8,61921.8
